date,ODP stock,isPartial
2016-04-01,70,False
2016-04-02,78,False
2016-04-03,39,False
2016-04-04,34,False
2016-04-05,84,False
2016-04-06,79,False
2016-04-07,45,False
2016-04-08,35,False
2016-04-09,39,False
2016-04-10,38,False
2016-04-11,68,False
2016-04-12,0,False
2016-04-13,34,False
2016-04-14,45,False
2016-04-15,36,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,34,False
2016-04-19,78,False
2016-04-20,34,False
2016-04-21,52,False
2016-04-22,71,False
2016-04-23,0,False
2016-04-24,38,False
2016-04-25,100,False
2016-04-26,66,False
2016-04-27,50,False
2016-04-28,92,False
2016-04-29,53,False
2016-04-30,0,False
