date,COST stock,isPartial
2013-09-01,46,False
2013-09-02,35,False
2013-09-03,62,False
2013-09-04,58,False
2013-09-05,63,False
2013-09-06,51,False
2013-09-07,53,False
2013-09-08,45,False
2013-09-09,60,False
2013-09-10,85,False
2013-09-11,56,False
2013-09-12,68,False
2013-09-13,72,False
2013-09-14,35,False
2013-09-15,57,False
2013-09-16,72,False
2013-09-17,78,False
2013-09-18,60,False
2013-09-19,100,False
2013-09-20,77,False
2013-09-21,65,False
2013-09-22,64,False
2013-09-23,79,False
2013-09-24,85,False
2013-09-25,69,False
2013-09-26,75,False
2013-09-27,62,False
2013-09-28,40,False
2013-09-29,67,False
2013-09-30,68,False
