date,ATVI stock,isPartial
2018-09-01,22,False
2018-09-02,30,False
2018-09-03,30,False
2018-09-04,41,False
2018-09-05,57,False
2018-09-06,41,False
2018-09-07,30,False
2018-09-08,7,False
2018-09-09,22,False
2018-09-10,47,False
2018-09-11,100,False
2018-09-12,85,False
2018-09-13,51,False
2018-09-14,66,False
2018-09-15,18,False
2018-09-16,11,False
2018-09-17,85,False
2018-09-18,56,False
2018-09-19,54,False
2018-09-20,44,False
2018-09-21,46,False
2018-09-22,15,False
2018-09-23,14,False
2018-09-24,38,False
2018-09-25,41,False
2018-09-26,41,False
2018-09-27,54,False
2018-09-28,33,False
2018-09-29,15,False
2018-09-30,11,False
