date,GOOG stock,isPartial
2013-04-01,30,False
2013-04-02,31,False
2013-04-03,35,False
2013-04-04,52,False
2013-04-05,43,False
2013-04-06,26,False
2013-04-07,27,False
2013-04-08,31,False
2013-04-09,41,False
2013-04-10,43,False
2013-04-11,51,False
2013-04-12,45,False
2013-04-13,20,False
2013-04-14,22,False
2013-04-15,52,False
2013-04-16,41,False
2013-04-17,53,False
2013-04-18,68,False
2013-04-19,100,False
2013-04-20,46,False
2013-04-21,30,False
2013-04-22,49,False
2013-04-23,55,False
2013-04-24,52,False
2013-04-25,41,False
2013-04-26,45,False
2013-04-27,18,False
2013-04-28,14,False
2013-04-29,56,False
2013-04-30,64,False
