date,AMZN stock,isPartial
2014-08-01,73,False
2014-08-02,46,False
2014-08-03,15,False
2014-08-04,31,False
2014-08-05,50,False
2014-08-06,82,False
2014-08-07,100,False
2014-08-08,46,False
2014-08-09,30,False
2014-08-10,8,False
2014-08-11,68,False
2014-08-12,43,False
2014-08-13,44,False
2014-08-14,58,False
2014-08-15,54,False
2014-08-16,45,False
2014-08-17,0,False
2014-08-18,38,False
2014-08-19,56,False
2014-08-20,43,False
2014-08-21,6,False
2014-08-22,32,False
2014-08-23,0,False
2014-08-24,0,False
2014-08-25,42,False
2014-08-26,61,False
2014-08-27,24,False
2014-08-28,24,False
2014-08-29,38,False
2014-08-30,7,False
2014-08-31,7,False
