date,EBAY stock,isPartial
2017-07-01,17,False
2017-07-02,31,False
2017-07-03,44,False
2017-07-04,45,False
2017-07-05,41,False
2017-07-06,41,False
2017-07-07,35,False
2017-07-08,20,False
2017-07-09,27,False
2017-07-10,35,False
2017-07-11,37,False
2017-07-12,41,False
2017-07-13,49,False
2017-07-14,58,False
2017-07-15,26,False
2017-07-16,26,False
2017-07-17,26,False
2017-07-18,52,False
2017-07-19,55,False
2017-07-20,100,False
2017-07-21,95,False
2017-07-22,46,False
2017-07-23,37,False
2017-07-24,41,False
2017-07-25,42,False
2017-07-26,45,False
2017-07-27,47,False
2017-07-28,36,False
2017-07-29,23,False
2017-07-30,30,False
2017-07-31,37,False
