date,MAT stock,isPartial
2013-08-01,0,False
2013-08-02,66,False
2013-08-03,0,False
2013-08-04,76,False
2013-08-05,62,False
2013-08-06,41,False
2013-08-07,0,False
2013-08-08,96,False
2013-08-09,100,False
2013-08-10,38,False
2013-08-11,0,False
2013-08-12,31,False
2013-08-13,31,False
2013-08-14,31,False
2013-08-15,65,False
2013-08-16,33,False
2013-08-17,37,False
2013-08-18,37,False
2013-08-19,0,False
2013-08-20,0,False
2013-08-21,61,False
2013-08-22,62,False
2013-08-23,32,False
2013-08-24,37,False
2013-08-25,55,False
2013-08-26,30,False
2013-08-27,30,False
2013-08-28,30,False
2013-08-29,74,False
2013-08-30,47,False
2013-08-31,54,False
