date,WMT stock,isPartial
2016-12-01,39,False
2016-12-02,51,False
2016-12-03,31,False
2016-12-04,6,False
2016-12-05,45,False
2016-12-06,48,False
2016-12-07,59,False
2016-12-08,100,False
2016-12-09,23,False
2016-12-10,6,False
2016-12-11,6,False
2016-12-12,53,False
2016-12-13,76,False
2016-12-14,66,False
2016-12-15,44,False
2016-12-16,53,False
2016-12-17,6,False
2016-12-18,13,False
2016-12-19,39,False
2016-12-20,17,False
2016-12-21,64,False
2016-12-22,47,False
2016-12-23,55,False
2016-12-24,0,False
2016-12-25,7,False
2016-12-26,18,False
2016-12-27,35,False
2016-12-28,65,False
2016-12-29,53,False
2016-12-30,37,False
2016-12-31,20,False
