date,FB stock,isPartial
2016-03-01,74,False
2016-03-02,85,False
2016-03-03,77,False
2016-03-04,100,False
2016-03-05,28,False
2016-03-06,19,False
2016-03-07,73,False
2016-03-08,79,False
2016-03-09,75,False
2016-03-10,74,False
2016-03-11,76,False
2016-03-12,23,False
2016-03-13,16,False
2016-03-14,64,False
2016-03-15,73,False
2016-03-16,83,False
2016-03-17,79,False
2016-03-18,78,False
2016-03-19,26,False
2016-03-20,19,False
2016-03-21,74,False
2016-03-22,71,False
2016-03-23,72,False
2016-03-24,69,False
2016-03-25,46,False
2016-03-26,17,False
2016-03-27,18,False
2016-03-28,71,False
2016-03-29,81,False
2016-03-30,93,False
2016-03-31,78,False
