date,TXN stock,isPartial
2013-04-01,67,False
2013-04-02,0,False
2013-04-03,32,False
2013-04-04,64,False
2013-04-05,100,False
2013-04-06,0,False
2013-04-07,38,False
2013-04-08,94,False
2013-04-09,94,False
2013-04-10,32,False
2013-04-11,32,False
2013-04-12,33,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,32,False
2013-04-16,32,False
2013-04-17,32,False
2013-04-18,0,False
2013-04-19,34,False
2013-04-20,0,False
2013-04-21,0,False
2013-04-22,95,False
2013-04-23,32,False
2013-04-24,32,False
2013-04-25,49,False
2013-04-26,34,False
2013-04-27,38,False
2013-04-28,0,False
2013-04-29,32,False
2013-04-30,64,False
