date,SBUX stock,isPartial
2018-04-01,13,False
2018-04-02,46,False
2018-04-03,58,False
2018-04-04,26,False
2018-04-05,33,False
2018-04-06,44,False
2018-04-07,10,False
2018-04-08,6,False
2018-04-09,41,False
2018-04-10,35,False
2018-04-11,22,False
2018-04-12,40,False
2018-04-13,43,False
2018-04-14,13,False
2018-04-15,24,False
2018-04-16,48,False
2018-04-17,88,False
2018-04-18,72,False
2018-04-19,50,False
2018-04-20,48,False
2018-04-21,22,False
2018-04-22,13,False
2018-04-23,37,False
2018-04-24,46,False
2018-04-25,47,False
2018-04-26,91,False
2018-04-27,100,False
2018-04-28,27,False
2018-04-29,29,False
2018-04-30,44,False
