date,HD stock,isPartial
2016-02-01,43,False
2016-02-02,57,False
2016-02-03,49,False
2016-02-04,73,False
2016-02-05,57,False
2016-02-06,38,False
2016-02-07,31,False
2016-02-08,56,False
2016-02-09,52,False
2016-02-10,54,False
2016-02-11,60,False
2016-02-12,68,False
2016-02-13,37,False
2016-02-14,24,False
2016-02-15,27,False
2016-02-16,45,False
2016-02-17,63,False
2016-02-18,52,False
2016-02-19,41,False
2016-02-20,33,False
2016-02-21,27,False
2016-02-22,43,False
2016-02-23,100,False
2016-02-24,57,False
2016-02-25,62,False
2016-02-26,73,False
2016-02-27,27,False
2016-02-28,26,False
2016-02-29,37,False
