date,WDC stock,isPartial
2014-12-01,71,False
2014-12-02,41,False
2014-12-03,31,False
2014-12-04,42,False
2014-12-05,98,False
2014-12-06,56,False
2014-12-07,37,False
2014-12-08,64,False
2014-12-09,62,False
2014-12-10,73,False
2014-12-11,53,False
2014-12-12,100,False
2014-12-13,57,False
2014-12-14,37,False
2014-12-15,42,False
2014-12-16,63,False
2014-12-17,48,False
2014-12-18,33,False
2014-12-19,69,False
2014-12-20,58,False
2014-12-21,39,False
2014-12-22,45,False
2014-12-23,58,False
2014-12-24,52,False
2014-12-25,42,False
2014-12-26,94,False
2014-12-27,38,False
2014-12-28,38,False
2014-12-29,67,False
2014-12-30,34,False
2014-12-31,38,False
