date,SBUX stock,isPartial
2017-08-01,99,False
2017-08-02,100,False
2017-08-03,98,False
2017-08-04,85,False
2017-08-05,12,False
2017-08-06,8,False
2017-08-07,70,False
2017-08-08,78,False
2017-08-09,68,False
2017-08-10,63,False
2017-08-11,58,False
2017-08-12,23,False
2017-08-13,15,False
2017-08-14,57,False
2017-08-15,58,False
2017-08-16,36,False
2017-08-17,59,False
2017-08-18,54,False
2017-08-19,26,False
2017-08-20,19,False
2017-08-21,58,False
2017-08-22,61,False
2017-08-23,46,False
2017-08-24,66,False
2017-08-25,28,False
2017-08-26,27,False
2017-08-27,15,False
2017-08-28,36,False
2017-08-29,51,False
2017-08-30,59,False
2017-08-31,55,False
