date,ATVI stock,isPartial
2014-12-01,59,False
2014-12-02,24,False
2014-12-03,0,False
2014-12-04,72,False
2014-12-05,100,False
2014-12-06,0,False
2014-12-07,0,False
2014-12-08,25,False
2014-12-09,24,False
2014-12-10,36,False
2014-12-11,37,False
2014-12-12,64,False
2014-12-13,0,False
2014-12-14,28,False
2014-12-15,24,False
2014-12-16,36,False
2014-12-17,37,False
2014-12-18,0,False
2014-12-19,40,False
2014-12-20,60,False
2014-12-21,0,False
2014-12-22,39,False
2014-12-23,27,False
2014-12-24,0,False
2014-12-25,0,False
2014-12-26,0,False
2014-12-27,29,False
2014-12-28,29,False
2014-12-29,51,False
2014-12-30,26,False
2014-12-31,44,False
