date,SIRI stock,isPartial
2013-09-01,10,False
2013-09-02,34,False
2013-09-03,65,False
2013-09-04,52,False
2013-09-05,41,False
2013-09-06,75,False
2013-09-07,15,False
2013-09-08,10,False
2013-09-09,70,False
2013-09-10,69,False
2013-09-11,64,False
2013-09-12,100,False
2013-09-13,62,False
2013-09-14,39,False
2013-09-15,19,False
2013-09-16,74,False
2013-09-17,53,False
2013-09-18,54,False
2013-09-19,81,False
2013-09-20,91,False
2013-09-21,35,False
2013-09-22,25,False
2013-09-23,62,False
2013-09-24,80,False
2013-09-25,87,False
2013-09-26,74,False
2013-09-27,54,False
2013-09-28,15,False
2013-09-29,16,False
2013-09-30,45,False
