date,COST stock,isPartial
2015-07-01,62,False
2015-07-02,86,False
2015-07-03,65,False
2015-07-04,43,False
2015-07-05,37,False
2015-07-06,63,False
2015-07-07,63,False
2015-07-08,81,False
2015-07-09,68,False
2015-07-10,77,False
2015-07-11,43,False
2015-07-12,56,False
2015-07-13,54,False
2015-07-14,60,False
2015-07-15,70,False
2015-07-16,98,False
2015-07-17,84,False
2015-07-18,43,False
2015-07-19,53,False
2015-07-20,65,False
2015-07-21,100,False
2015-07-22,68,False
2015-07-23,82,False
2015-07-24,53,False
2015-07-25,40,False
2015-07-26,42,False
2015-07-27,81,False
2015-07-28,61,False
2015-07-29,73,False
2015-07-30,57,False
2015-07-31,70,False
