date,INTC stock,isPartial
2018-05-01,81,False
2018-05-02,98,False
2018-05-03,80,False
2018-05-04,83,False
2018-05-05,10,False
2018-05-06,8,False
2018-05-07,55,False
2018-05-08,85,False
2018-05-09,61,False
2018-05-10,100,False
2018-05-11,68,False
2018-05-12,24,False
2018-05-13,10,False
2018-05-14,64,False
2018-05-15,59,False
2018-05-16,59,False
2018-05-17,63,False
2018-05-18,76,False
2018-05-19,19,False
2018-05-20,7,False
2018-05-21,50,False
2018-05-22,85,False
2018-05-23,74,False
2018-05-24,59,False
2018-05-25,65,False
2018-05-26,21,False
2018-05-27,5,False
2018-05-28,12,False
2018-05-29,49,False
2018-05-30,54,False
2018-05-31,66,False
