date,CTSH stock,isPartial
2015-04-01,74,False
2015-04-02,64,False
2015-04-03,69,False
2015-04-04,0,False
2015-04-05,30,False
2015-04-06,0,False
2015-04-07,24,False
2015-04-08,48,False
2015-04-09,33,False
2015-04-10,52,False
2015-04-11,29,False
2015-04-12,0,False
2015-04-13,48,False
2015-04-14,32,False
2015-04-15,73,False
2015-04-16,49,False
2015-04-17,25,False
2015-04-18,29,False
2015-04-19,43,False
2015-04-20,48,False
2015-04-21,24,False
2015-04-22,49,False
2015-04-23,25,False
2015-04-24,68,False
2015-04-25,29,False
2015-04-26,29,False
2015-04-27,36,False
2015-04-28,40,False
2015-04-29,36,False
2015-04-30,100,False
