date,COST stock,isPartial
2013-03-01,64,False
2013-03-02,48,False
2013-03-03,65,False
2013-03-04,72,False
2013-03-05,85,False
2013-03-06,99,False
2013-03-07,80,False
2013-03-08,57,False
2013-03-09,45,False
2013-03-10,79,False
2013-03-11,100,False
2013-03-12,96,False
2013-03-13,66,False
2013-03-14,89,False
2013-03-15,81,False
2013-03-16,69,False
2013-03-17,53,False
2013-03-18,77,False
2013-03-19,65,False
2013-03-20,82,False
2013-03-21,81,False
2013-03-22,64,False
2013-03-23,78,False
2013-03-24,98,False
2013-03-25,87,False
2013-03-26,93,False
2013-03-27,70,False
2013-03-28,89,False
2013-03-29,99,False
2013-03-30,40,False
2013-03-31,71,False
