date,ATVI stock,isPartial
2018-08-01,44,False
2018-08-02,84,False
2018-08-03,100,False
2018-08-04,15,False
2018-08-05,12,False
2018-08-06,42,False
2018-08-07,33,False
2018-08-08,35,False
2018-08-09,38,False
2018-08-10,40,False
2018-08-11,14,False
2018-08-12,4,False
2018-08-13,18,False
2018-08-14,25,False
2018-08-15,32,False
2018-08-16,41,False
2018-08-17,38,False
2018-08-18,12,False
2018-08-19,5,False
2018-08-20,24,False
2018-08-21,21,False
2018-08-22,23,False
2018-08-23,23,False
2018-08-24,38,False
2018-08-25,9,False
2018-08-26,15,False
2018-08-27,39,False
2018-08-28,35,False
2018-08-29,21,False
2018-08-30,25,False
2018-08-31,31,False
