date,QCOM stock,isPartial
2015-09-01,37,False
2015-09-02,51,False
2015-09-03,39,False
2015-09-04,53,False
2015-09-05,60,False
2015-09-06,0,False
2015-09-07,0,False
2015-09-08,12,False
2015-09-09,50,False
2015-09-10,100,False
2015-09-11,65,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,86,False
2015-09-15,37,False
2015-09-16,37,False
2015-09-17,75,False
2015-09-18,26,False
2015-09-19,15,False
2015-09-20,14,False
2015-09-21,24,False
2015-09-22,24,False
2015-09-23,12,False
2015-09-24,51,False
2015-09-25,26,False
2015-09-26,0,False
2015-09-27,0,False
2015-09-28,12,False
2015-09-29,36,False
2015-09-30,12,False
