date,SYMC stock,isPartial
2016-02-01,61,False
2016-02-02,20,False
2016-02-03,30,False
2016-02-04,83,False
2016-02-05,100,False
2016-02-06,24,False
2016-02-07,23,False
2016-02-08,21,False
2016-02-09,41,False
2016-02-10,41,False
2016-02-11,62,False
2016-02-12,42,False
2016-02-13,35,False
2016-02-14,23,False
2016-02-15,20,False
2016-02-16,30,False
2016-02-17,40,False
2016-02-18,0,False
2016-02-19,63,False
2016-02-20,23,False
2016-02-21,0,False
2016-02-22,20,False
2016-02-23,78,False
2016-02-24,40,False
2016-02-25,20,False
2016-02-26,21,False
2016-02-27,46,False
2016-02-28,0,False
2016-02-29,0,False
