date,ODP stock,isPartial
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,24,False
2016-10-04,24,False
2016-10-05,24,False
2016-10-06,0,False
2016-10-07,50,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,0,False
2016-10-11,48,False
2016-10-12,41,False
2016-10-13,32,False
2016-10-14,25,False
2016-10-15,0,False
2016-10-16,55,False
2016-10-17,24,False
2016-10-18,24,False
2016-10-19,36,False
2016-10-20,48,False
2016-10-21,100,False
2016-10-22,28,False
2016-10-23,0,False
2016-10-24,48,False
2016-10-25,24,False
2016-10-26,24,False
2016-10-27,49,False
2016-10-28,38,False
2016-10-29,28,False
2016-10-30,28,False
2016-10-31,25,False
