date,SIRI stock,isPartial
2017-06-01,96,False
2017-06-02,82,False
2017-06-03,36,False
2017-06-04,16,False
2017-06-05,75,False
2017-06-06,89,False
2017-06-07,100,False
2017-06-08,54,False
2017-06-09,94,False
2017-06-10,16,False
2017-06-11,23,False
2017-06-12,67,False
2017-06-13,51,False
2017-06-14,68,False
2017-06-15,54,False
2017-06-16,49,False
2017-06-17,17,False
2017-06-18,29,False
2017-06-19,66,False
2017-06-20,45,False
2017-06-21,56,False
2017-06-22,38,False
2017-06-23,58,False
2017-06-24,19,False
2017-06-25,13,False
2017-06-26,73,False
2017-06-27,31,False
2017-06-28,43,False
2017-06-29,37,False
2017-06-30,38,False
