date,PHG stock,isPartial
2018-09-01,0,False
2018-09-02,47,False
2018-09-03,0,False
2018-09-04,40,False
2018-09-05,40,False
2018-09-06,80,False
2018-09-07,42,False
2018-09-08,46,False
2018-09-09,0,False
2018-09-10,40,False
2018-09-11,59,False
2018-09-12,79,False
2018-09-13,81,False
2018-09-14,42,False
2018-09-15,0,False
2018-09-16,45,False
2018-09-17,100,False
2018-09-18,40,False
2018-09-19,79,False
2018-09-20,40,False
2018-09-21,69,False
2018-09-22,0,False
2018-09-23,0,False
2018-09-24,80,False
2018-09-25,40,False
2018-09-26,40,False
2018-09-27,81,False
2018-09-28,41,False
2018-09-29,0,False
2018-09-30,0,False
