date,PEP stock,isPartial
2017-06-01,56,False
2017-06-02,51,False
2017-06-03,19,False
2017-06-04,0,False
2017-06-05,40,False
2017-06-06,69,False
2017-06-07,23,False
2017-06-08,62,False
2017-06-09,33,False
2017-06-10,28,False
2017-06-11,19,False
2017-06-12,46,False
2017-06-13,38,False
2017-06-14,55,False
2017-06-15,41,False
2017-06-16,100,False
2017-06-17,19,False
2017-06-18,19,False
2017-06-19,39,False
2017-06-20,76,False
2017-06-21,38,False
2017-06-22,46,False
2017-06-23,55,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,24,False
2017-06-27,32,False
2017-06-28,57,False
2017-06-29,25,False
2017-06-30,50,False
