date,GILD stock,isPartial
2015-12-01,87,False
2015-12-02,78,False
2015-12-03,76,False
2015-12-04,75,False
2015-12-05,23,False
2015-12-06,11,False
2015-12-07,76,False
2015-12-08,56,False
2015-12-09,43,False
2015-12-10,66,False
2015-12-11,76,False
2015-12-12,17,False
2015-12-13,26,False
2015-12-14,52,False
2015-12-15,61,False
2015-12-16,51,False
2015-12-17,100,False
2015-12-18,91,False
2015-12-19,16,False
2015-12-20,18,False
2015-12-21,42,False
2015-12-22,60,False
2015-12-23,52,False
2015-12-24,75,False
2015-12-25,20,False
2015-12-26,25,False
2015-12-27,24,False
2015-12-28,46,False
2015-12-29,50,False
2015-12-30,62,False
2015-12-31,48,False
