date,SBUX stock,isPartial
2017-12-01,72,False
2017-12-02,27,False
2017-12-03,9,False
2017-12-04,65,False
2017-12-05,87,False
2017-12-06,100,False
2017-12-07,58,False
2017-12-08,57,False
2017-12-09,22,False
2017-12-10,13,False
2017-12-11,53,False
2017-12-12,69,False
2017-12-13,61,False
2017-12-14,85,False
2017-12-15,85,False
2017-12-16,41,False
2017-12-17,27,False
2017-12-18,82,False
2017-12-19,51,False
2017-12-20,44,False
2017-12-21,87,False
2017-12-22,30,False
2017-12-23,38,False
2017-12-24,10,False
2017-12-25,15,False
2017-12-26,26,False
2017-12-27,79,False
2017-12-28,46,False
2017-12-29,43,False
2017-12-30,37,False
2017-12-31,0,False
