date,GOOG stock,isPartial
2013-05-01,35,False
2013-05-02,43,False
2013-05-03,40,False
2013-05-04,9,False
2013-05-05,5,False
2013-05-06,36,False
2013-05-07,38,False
2013-05-08,37,False
2013-05-09,40,False
2013-05-10,38,False
2013-05-11,6,False
2013-05-12,5,False
2013-05-13,33,False
2013-05-14,48,False
2013-05-15,100,False
2013-05-16,62,False
2013-05-17,42,False
2013-05-18,21,False
2013-05-19,8,False
2013-05-20,42,False
2013-05-21,31,False
2013-05-22,41,False
2013-05-23,48,False
2013-05-24,48,False
2013-05-25,32,False
2013-05-26,14,False
2013-05-27,19,False
2013-05-28,59,False
2013-05-29,49,False
2013-05-30,46,False
2013-05-31,35,False
