date,AMZN stock,isPartial
2015-09-01,51,False
2015-09-02,52,False
2015-09-03,100,False
2015-09-04,72,False
2015-09-05,7,False
2015-09-06,7,False
2015-09-07,24,False
2015-09-08,51,False
2015-09-09,68,False
2015-09-10,35,False
2015-09-11,59,False
2015-09-12,20,False
2015-09-13,6,False
2015-09-14,17,False
2015-09-15,68,False
2015-09-16,68,False
2015-09-17,62,False
2015-09-18,71,False
2015-09-19,20,False
2015-09-20,20,False
2015-09-21,28,False
2015-09-22,79,False
2015-09-23,46,False
2015-09-24,53,False
2015-09-25,54,False
2015-09-26,13,False
2015-09-27,20,False
2015-09-28,66,False
2015-09-29,61,False
2015-09-30,56,False
