date,EXPE stock,isPartial
2018-05-01,84,False
2018-05-02,29,False
2018-05-03,39,False
2018-05-04,46,False
2018-05-05,0,False
2018-05-06,51,False
2018-05-07,89,False
2018-05-08,49,False
2018-05-09,39,False
2018-05-10,100,False
2018-05-11,61,False
2018-05-12,0,False
2018-05-13,34,False
2018-05-14,39,False
2018-05-15,44,False
2018-05-16,0,False
2018-05-17,30,False
2018-05-18,41,False
2018-05-19,52,False
2018-05-20,0,False
2018-05-21,61,False
2018-05-22,58,False
2018-05-23,45,False
2018-05-24,30,False
2018-05-25,94,False
2018-05-26,0,False
2018-05-27,35,False
2018-05-28,31,False
2018-05-29,30,False
2018-05-30,30,False
2018-05-31,76,False
