date,INTC stock,isPartial
2017-08-01,100,False
2017-08-02,64,False
2017-08-03,78,False
2017-08-04,81,False
2017-08-05,0,False
2017-08-06,36,False
2017-08-07,65,False
2017-08-08,74,False
2017-08-09,59,False
2017-08-10,98,False
2017-08-11,13,False
2017-08-12,14,False
2017-08-13,0,False
2017-08-14,92,False
2017-08-15,75,False
2017-08-16,55,False
2017-08-17,85,False
2017-08-18,75,False
2017-08-19,21,False
2017-08-20,7,False
2017-08-21,48,False
2017-08-22,71,False
2017-08-23,72,False
2017-08-24,61,False
2017-08-25,44,False
2017-08-26,0,False
2017-08-27,14,False
2017-08-28,24,False
2017-08-29,47,False
2017-08-30,12,False
2017-08-31,73,False
