date,PFE stock,isPartial
2019-02-01,70,False
2019-02-02,32,False
2019-02-03,13,False
2019-02-04,92,False
2019-02-05,73,False
2019-02-06,85,False
2019-02-07,91,False
2019-02-08,58,False
2019-02-09,45,False
2019-02-10,32,False
2019-02-11,49,False
2019-02-12,100,False
2019-02-13,66,False
2019-02-14,46,False
2019-02-15,70,False
2019-02-16,32,False
2019-02-17,7,False
2019-02-18,34,False
2019-02-19,45,False
2019-02-20,73,False
2019-02-21,62,False
2019-02-22,88,False
2019-02-23,19,False
2019-02-24,0,False
2019-02-25,78,False
2019-02-26,62,False
2019-02-27,44,False
2019-02-28,63,False
