date,MSFT stock,isPartial
2013-09-01,5,False
2013-09-02,4,False
2013-09-03,100,False
2013-09-04,41,False
2013-09-05,27,False
2013-09-06,16,False
2013-09-07,9,False
2013-09-08,10,False
2013-09-09,27,False
2013-09-10,26,False
2013-09-11,17,False
2013-09-12,35,False
2013-09-13,25,False
2013-09-14,7,False
2013-09-15,17,False
2013-09-16,20,False
2013-09-17,33,False
2013-09-18,34,False
2013-09-19,29,False
2013-09-20,28,False
2013-09-21,21,False
2013-09-22,9,False
2013-09-23,19,False
2013-09-24,34,False
2013-09-25,23,False
2013-09-26,24,False
2013-09-27,16,False
2013-09-28,7,False
2013-09-29,12,False
2013-09-30,31,False
