date,WDC stock,isPartial
2014-01-01,0,False
2014-01-02,52,False
2014-01-03,52,False
2014-01-04,38,False
2014-01-05,38,False
2014-01-06,100,False
2014-01-07,65,False
2014-01-08,65,False
2014-01-09,32,False
2014-01-10,67,False
2014-01-11,94,False
2014-01-12,0,False
2014-01-13,32,False
2014-01-14,48,False
2014-01-15,32,False
2014-01-16,32,False
2014-01-17,33,False
2014-01-18,38,False
2014-01-19,37,False
2014-01-20,63,False
2014-01-21,95,False
2014-01-22,64,False
2014-01-23,79,False
2014-01-24,98,False
2014-01-25,75,False
2014-01-26,0,False
2014-01-27,93,False
2014-01-28,62,False
2014-01-29,79,False
2014-01-30,48,False
2014-01-31,98,False
