date,ODP stock,isPartial
2018-07-01,0,False
2018-07-02,83,False
2018-07-03,33,False
2018-07-04,0,False
2018-07-05,60,False
2018-07-06,38,False
2018-07-07,43,False
2018-07-08,0,False
2018-07-09,58,False
2018-07-10,32,False
2018-07-11,31,False
2018-07-12,78,False
2018-07-13,27,False
2018-07-14,0,False
2018-07-15,30,False
2018-07-16,25,False
2018-07-17,51,False
2018-07-18,26,False
2018-07-19,52,False
2018-07-20,53,False
2018-07-21,0,False
2018-07-22,30,False
2018-07-23,26,False
2018-07-24,64,False
2018-07-25,64,False
2018-07-26,51,False
2018-07-27,70,False
2018-07-28,0,False
2018-07-29,30,False
2018-07-30,25,False
2018-07-31,100,False
