date,PHG stock,isPartial
2017-09-01,35,False
2017-09-02,0,False
2017-09-03,0,False
2017-09-04,0,False
2017-09-05,32,False
2017-09-06,32,False
2017-09-07,100,False
2017-09-08,34,False
2017-09-09,0,False
2017-09-10,0,False
2017-09-11,0,False
2017-09-12,48,False
2017-09-13,48,False
2017-09-14,32,False
2017-09-15,33,False
2017-09-16,37,False
2017-09-17,0,False
2017-09-18,32,False
2017-09-19,32,False
2017-09-20,53,False
2017-09-21,65,False
2017-09-22,34,False
2017-09-23,0,False
2017-09-24,0,False
2017-09-25,48,False
2017-09-26,31,False
2017-09-27,32,False
2017-09-28,43,False
2017-09-29,0,False
2017-09-30,38,False
