date,BA stock,isPartial
2018-06-01,54,False
2018-06-02,23,False
2018-06-03,12,False
2018-06-04,63,False
2018-06-05,74,False
2018-06-06,80,False
2018-06-07,74,False
2018-06-08,68,False
2018-06-09,16,False
2018-06-10,8,False
2018-06-11,66,False
2018-06-12,67,False
2018-06-13,69,False
2018-06-14,70,False
2018-06-15,67,False
2018-06-16,15,False
2018-06-17,8,False
2018-06-18,70,False
2018-06-19,100,False
2018-06-20,88,False
2018-06-21,55,False
2018-06-22,82,False
2018-06-23,13,False
2018-06-24,11,False
2018-06-25,73,False
2018-06-26,74,False
2018-06-27,67,False
2018-06-28,79,False
2018-06-29,49,False
2018-06-30,14,False
