date,COST stock,isPartial
2014-09-01,42,False
2014-09-02,58,False
2014-09-03,68,False
2014-09-04,54,False
2014-09-05,41,False
2014-09-06,48,False
2014-09-07,62,False
2014-09-08,77,False
2014-09-09,87,False
2014-09-10,92,False
2014-09-11,66,False
2014-09-12,63,False
2014-09-13,42,False
2014-09-14,61,False
2014-09-15,76,False
2014-09-16,82,False
2014-09-17,74,False
2014-09-18,79,False
2014-09-19,65,False
2014-09-20,71,False
2014-09-21,36,False
2014-09-22,75,False
2014-09-23,86,False
2014-09-24,87,False
2014-09-25,75,False
2014-09-26,82,False
2014-09-27,40,False
2014-09-28,69,False
2014-09-29,100,False
2014-09-30,71,False
