date,MAT stock,isPartial
2019-01-01,28,False
2019-01-02,59,False
2019-01-03,35,False
2019-01-04,59,False
2019-01-05,38,False
2019-01-06,51,False
2019-01-07,91,False
2019-01-08,88,False
2019-01-09,45,False
2019-01-10,56,False
2019-01-11,47,False
2019-01-12,25,False
2019-01-13,0,False
2019-01-14,33,False
2019-01-15,55,False
2019-01-16,100,False
2019-01-17,22,False
2019-01-18,23,False
2019-01-19,76,False
2019-01-20,36,False
2019-01-21,33,False
2019-01-22,43,False
2019-01-23,64,False
2019-01-24,43,False
2019-01-25,79,False
2019-01-26,25,False
2019-01-27,50,False
2019-01-28,22,False
2019-01-29,54,False
2019-01-30,0,False
2019-01-31,22,False
