date,FB stock,isPartial
2016-07-01,19,False
2016-07-02,3,False
2016-07-03,4,False
2016-07-04,6,False
2016-07-05,15,False
2016-07-06,26,False
2016-07-07,21,False
2016-07-08,21,False
2016-07-09,7,False
2016-07-10,5,False
2016-07-11,23,False
2016-07-12,20,False
2016-07-13,17,False
2016-07-14,22,False
2016-07-15,24,False
2016-07-16,5,False
2016-07-17,6,False
2016-07-18,27,False
2016-07-19,29,False
2016-07-20,31,False
2016-07-21,26,False
2016-07-22,28,False
2016-07-23,6,False
2016-07-24,5,False
2016-07-25,22,False
2016-07-26,31,False
2016-07-27,86,False
2016-07-28,100,False
2016-07-29,46,False
2016-07-30,10,False
2016-07-31,7,False
