date,MU stock,isPartial
2015-05-01,100,False
2015-05-02,49,False
2015-05-03,56,False
2015-05-04,27,False
2015-05-05,47,False
2015-05-06,47,False
2015-05-07,41,False
2015-05-08,87,False
2015-05-09,25,False
2015-05-10,17,False
2015-05-11,61,False
2015-05-12,40,False
2015-05-13,41,False
2015-05-14,83,False
2015-05-15,42,False
2015-05-16,24,False
2015-05-17,16,False
2015-05-18,27,False
2015-05-19,40,False
2015-05-20,60,False
2015-05-21,82,False
2015-05-22,78,False
2015-05-23,0,False
2015-05-24,33,False
2015-05-25,28,False
2015-05-26,73,False
2015-05-27,59,False
2015-05-28,47,False
2015-05-29,49,False
2015-05-30,32,False
2015-05-31,32,False
