date,COST stock,isPartial
2016-08-01,84,False
2016-08-02,79,False
2016-08-03,77,False
2016-08-04,98,False
2016-08-05,78,False
2016-08-06,38,False
2016-08-07,75,False
2016-08-08,82,False
2016-08-09,96,False
2016-08-10,77,False
2016-08-11,68,False
2016-08-12,58,False
2016-08-13,35,False
2016-08-14,37,False
2016-08-15,76,False
2016-08-16,64,False
2016-08-17,61,False
2016-08-18,62,False
2016-08-19,65,False
2016-08-20,35,False
2016-08-21,60,False
2016-08-22,77,False
2016-08-23,64,False
2016-08-24,91,False
2016-08-25,82,False
2016-08-26,72,False
2016-08-27,60,False
2016-08-28,54,False
2016-08-29,82,False
2016-08-30,100,False
2016-08-31,78,False
