date,SBUX stock,isPartial
2017-11-01,30,False
2017-11-02,80,False
2017-11-03,100,False
2017-11-04,17,False
2017-11-05,4,False
2017-11-06,37,False
2017-11-07,26,False
2017-11-08,31,False
2017-11-09,32,False
2017-11-10,32,False
2017-11-11,7,False
2017-11-12,3,False
2017-11-13,21,False
2017-11-14,25,False
2017-11-15,24,False
2017-11-16,28,False
2017-11-17,19,False
2017-11-18,6,False
2017-11-19,3,False
2017-11-20,20,False
2017-11-21,26,False
2017-11-22,22,False
2017-11-23,4,False
2017-11-24,12,False
2017-11-25,5,False
2017-11-26,9,False
2017-11-27,22,False
2017-11-28,24,False
2017-11-29,36,False
2017-11-30,33,False
