date,MCD stock,isPartial
2018-10-01,30,False
2018-10-02,24,False
2018-10-03,26,False
2018-10-04,13,False
2018-10-05,20,False
2018-10-06,12,False
2018-10-07,5,False
2018-10-08,15,False
2018-10-09,21,False
2018-10-10,32,False
2018-10-11,31,False
2018-10-12,27,False
2018-10-13,12,False
2018-10-14,6,False
2018-10-15,26,False
2018-10-16,21,False
2018-10-17,27,False
2018-10-18,17,False
2018-10-19,33,False
2018-10-20,9,False
2018-10-21,5,False
2018-10-22,30,False
2018-10-23,100,False
2018-10-24,56,False
2018-10-25,46,False
2018-10-26,32,False
2018-10-27,9,False
2018-10-28,4,False
2018-10-29,25,False
2018-10-30,23,False
2018-10-31,40,False
