date,AMZN stock,isPartial
2018-02-01,77,False
2018-02-02,100,False
2018-02-03,15,False
2018-02-04,6,False
2018-02-05,50,False
2018-02-06,63,False
2018-02-07,43,False
2018-02-08,43,False
2018-02-09,55,False
2018-02-10,10,False
2018-02-11,6,False
2018-02-12,37,False
2018-02-13,35,False
2018-02-14,40,False
2018-02-15,35,False
2018-02-16,37,False
2018-02-17,7,False
2018-02-18,6,False
2018-02-19,8,False
2018-02-20,35,False
2018-02-21,36,False
2018-02-22,34,False
2018-02-23,31,False
2018-02-24,10,False
2018-02-25,3,False
2018-02-26,27,False
2018-02-27,34,False
2018-02-28,32,False
