date,HD stock,isPartial
2017-08-01,46,False
2017-08-02,39,False
2017-08-03,33,False
2017-08-04,40,False
2017-08-05,21,False
2017-08-06,12,False
2017-08-07,33,False
2017-08-08,24,False
2017-08-09,38,False
2017-08-10,26,False
2017-08-11,18,False
2017-08-12,16,False
2017-08-13,18,False
2017-08-14,52,False
2017-08-15,100,False
2017-08-16,51,False
2017-08-17,47,False
2017-08-18,45,False
2017-08-19,22,False
2017-08-20,16,False
2017-08-21,29,False
2017-08-22,35,False
2017-08-23,35,False
2017-08-24,40,False
2017-08-25,27,False
2017-08-26,9,False
2017-08-27,16,False
2017-08-28,41,False
2017-08-29,40,False
2017-08-30,56,False
2017-08-31,41,False
