date,TXN stock,isPartial
2017-06-01,31,False
2017-06-02,57,False
2017-06-03,23,False
2017-06-04,0,False
2017-06-05,70,False
2017-06-06,78,False
2017-06-07,59,False
2017-06-08,79,False
2017-06-09,89,False
2017-06-10,32,False
2017-06-11,23,False
2017-06-12,52,False
2017-06-13,39,False
2017-06-14,100,False
2017-06-15,48,False
2017-06-16,35,False
2017-06-17,36,False
2017-06-18,24,False
2017-06-19,66,False
2017-06-20,70,False
2017-06-21,26,False
2017-06-22,65,False
2017-06-23,80,False
2017-06-24,0,False
2017-06-25,24,False
2017-06-26,54,False
2017-06-27,68,False
2017-06-28,83,False
2017-06-29,69,False
2017-06-30,57,False
