date,MAT stock,isPartial
2017-12-01,49,False
2017-12-02,33,False
2017-12-03,32,False
2017-12-04,38,False
2017-12-05,50,False
2017-12-06,95,False
2017-12-07,70,False
2017-12-08,50,False
2017-12-09,44,False
2017-12-10,64,False
2017-12-11,43,False
2017-12-12,75,False
2017-12-13,31,False
2017-12-14,78,False
2017-12-15,100,False
2017-12-16,44,False
2017-12-17,22,False
2017-12-18,58,False
2017-12-19,52,False
2017-12-20,67,False
2017-12-21,68,False
2017-12-22,50,False
2017-12-23,46,False
2017-12-24,73,False
2017-12-25,49,False
2017-12-26,43,False
2017-12-27,75,False
2017-12-28,48,False
2017-12-29,32,False
2017-12-30,23,False
2017-12-31,35,False
