date,GILD stock,isPartial
2016-09-01,55,False
2016-09-02,87,False
2016-09-03,15,False
2016-09-04,22,False
2016-09-05,20,False
2016-09-06,83,False
2016-09-07,75,False
2016-09-08,65,False
2016-09-09,37,False
2016-09-10,15,False
2016-09-11,15,False
2016-09-12,56,False
2016-09-13,32,False
2016-09-14,48,False
2016-09-15,55,False
2016-09-16,66,False
2016-09-17,15,False
2016-09-18,7,False
2016-09-19,41,False
2016-09-20,50,False
2016-09-21,97,False
2016-09-22,100,False
2016-09-23,66,False
2016-09-24,11,False
2016-09-25,11,False
2016-09-26,69,False
2016-09-27,94,False
2016-09-28,60,False
2016-09-29,50,False
2016-09-30,66,False
