date,MAT stock,isPartial
2019-03-01,68,False
2019-03-02,42,False
2019-03-03,28,False
2019-03-04,67,False
2019-03-05,100,False
2019-03-06,40,False
2019-03-07,58,False
2019-03-08,77,False
2019-03-09,29,False
2019-03-10,55,False
2019-03-11,50,False
2019-03-12,33,False
2019-03-13,65,False
2019-03-14,37,False
2019-03-15,25,False
2019-03-16,0,False
2019-03-17,70,False
2019-03-18,25,False
2019-03-19,32,False
2019-03-20,42,False
2019-03-21,60,False
2019-03-22,61,False
2019-03-23,28,False
2019-03-24,26,False
2019-03-25,58,False
2019-03-26,63,False
2019-03-27,59,False
2019-03-28,76,False
2019-03-29,53,False
2019-03-30,73,False
2019-03-31,29,False
