date,BA stock,isPartial
2015-08-01,23,False
2015-08-02,9,False
2015-08-03,23,False
2015-08-04,27,False
2015-08-05,23,False
2015-08-06,43,False
2015-08-07,32,False
2015-08-08,27,False
2015-08-09,18,False
2015-08-10,34,False
2015-08-11,34,False
2015-08-12,35,False
2015-08-13,35,False
2015-08-14,28,False
2015-08-15,14,False
2015-08-16,9,False
2015-08-17,31,False
2015-08-18,19,False
2015-08-19,19,False
2015-08-20,46,False
2015-08-21,35,False
2015-08-22,36,False
2015-08-23,26,False
2015-08-24,88,False
2015-08-25,100,False
2015-08-26,56,False
2015-08-27,38,False
2015-08-28,47,False
2015-08-29,32,False
2015-08-30,31,False
2015-08-31,33,False
