date,MCD stock,isPartial
2013-11-01,86,False
2013-11-02,19,False
2013-11-03,0,False
2013-11-04,39,False
2013-11-05,47,False
2013-11-06,47,False
2013-11-07,72,False
2013-11-08,58,False
2013-11-09,19,False
2013-11-10,0,False
2013-11-11,47,False
2013-11-12,47,False
2013-11-13,32,False
2013-11-14,71,False
2013-11-15,100,False
2013-11-16,56,False
2013-11-17,18,False
2013-11-18,62,False
2013-11-19,46,False
2013-11-20,46,False
2013-11-21,63,False
2013-11-22,57,False
2013-11-23,27,False
2013-11-24,36,False
2013-11-25,46,False
2013-11-26,31,False
2013-11-27,39,False
2013-11-28,33,False
2013-11-29,17,False
2013-11-30,37,False
