date,ADBE stock,isPartial
2016-12-01,33,False
2016-12-02,0,False
2016-12-03,0,False
2016-12-04,0,False
2016-12-05,27,False
2016-12-06,19,False
2016-12-07,39,False
2016-12-08,40,False
2016-12-09,81,False
2016-12-10,23,False
2016-12-11,22,False
2016-12-12,19,False
2016-12-13,77,False
2016-12-14,32,False
2016-12-15,100,False
2016-12-16,63,False
2016-12-17,23,False
2016-12-18,0,False
2016-12-19,71,False
2016-12-20,31,False
2016-12-21,21,False
2016-12-22,64,False
2016-12-23,0,False
2016-12-24,0,False
2016-12-25,0,False
2016-12-26,0,False
2016-12-27,21,False
2016-12-28,42,False
2016-12-29,21,False
2016-12-30,44,False
2016-12-31,24,False
