date,WDC stock,isPartial
2016-12-01,65,False
2016-12-02,39,False
2016-12-03,13,False
2016-12-04,15,False
2016-12-05,25,False
2016-12-06,74,False
2016-12-07,100,False
2016-12-08,66,False
2016-12-09,43,False
2016-12-10,22,False
2016-12-11,16,False
2016-12-12,47,False
2016-12-13,63,False
2016-12-14,37,False
2016-12-15,56,False
2016-12-16,47,False
2016-12-17,12,False
2016-12-18,12,False
2016-12-19,50,False
2016-12-20,53,False
2016-12-21,66,False
2016-12-22,70,False
2016-12-23,47,False
2016-12-24,9,False
2016-12-25,18,False
2016-12-26,16,False
2016-12-27,32,False
2016-12-28,30,False
2016-12-29,15,False
2016-12-30,29,False
2016-12-31,14,False
