date,AAPL stock,isPartial
2013-07-01,31,False
2013-07-02,48,False
2013-07-03,28,False
2013-07-04,10,False
2013-07-05,49,False
2013-07-06,15,False
2013-07-07,11,False
2013-07-08,50,False
2013-07-09,41,False
2013-07-10,31,False
2013-07-11,64,False
2013-07-12,39,False
2013-07-13,12,False
2013-07-14,14,False
2013-07-15,43,False
2013-07-16,33,False
2013-07-17,39,False
2013-07-18,38,False
2013-07-19,43,False
2013-07-20,17,False
2013-07-21,11,False
2013-07-22,33,False
2013-07-23,60,False
2013-07-24,100,False
2013-07-25,55,False
2013-07-26,39,False
2013-07-27,26,False
2013-07-28,14,False
2013-07-29,39,False
2013-07-30,37,False
2013-07-31,52,False
