date,AMZN stock,isPartial
2018-12-01,19,False
2018-12-02,8,False
2018-12-03,84,False
2018-12-04,91,False
2018-12-05,43,False
2018-12-06,80,False
2018-12-07,76,False
2018-12-08,15,False
2018-12-09,9,False
2018-12-10,61,False
2018-12-11,60,False
2018-12-12,69,False
2018-12-13,58,False
2018-12-14,57,False
2018-12-15,14,False
2018-12-16,7,False
2018-12-17,70,False
2018-12-18,70,False
2018-12-19,71,False
2018-12-20,96,False
2018-12-21,89,False
2018-12-22,31,False
2018-12-23,14,False
2018-12-24,74,False
2018-12-25,29,False
2018-12-26,100,False
2018-12-27,92,False
2018-12-28,81,False
2018-12-29,16,False
2018-12-30,16,False
2018-12-31,69,False
