date,PEP stock,isPartial
2015-03-01,47,False
2015-03-02,47,False
2015-03-03,41,False
2015-03-04,31,False
2015-03-05,69,False
2015-03-06,50,False
2015-03-07,32,False
2015-03-08,24,False
2015-03-09,48,False
2015-03-10,48,False
2015-03-11,34,False
2015-03-12,55,False
2015-03-13,100,False
2015-03-14,24,False
2015-03-15,47,False
2015-03-16,61,False
2015-03-17,20,False
2015-03-18,72,False
2015-03-19,41,False
2015-03-20,56,False
2015-03-21,40,False
2015-03-22,47,False
2015-03-23,47,False
2015-03-24,67,False
2015-03-25,60,False
2015-03-26,48,False
2015-03-27,57,False
2015-03-28,39,False
2015-03-29,33,False
2015-03-30,51,False
2015-03-31,55,False
