date,FB stock,isPartial
2017-03-01,73,False
2017-03-02,100,False
2017-03-03,78,False
2017-03-04,25,False
2017-03-05,16,False
2017-03-06,58,False
2017-03-07,52,False
2017-03-08,55,False
2017-03-09,71,False
2017-03-10,73,False
2017-03-11,19,False
2017-03-12,9,False
2017-03-13,52,False
2017-03-14,62,False
2017-03-15,55,False
2017-03-16,69,False
2017-03-17,59,False
2017-03-18,19,False
2017-03-19,10,False
2017-03-20,65,False
2017-03-21,71,False
2017-03-22,72,False
2017-03-23,48,False
2017-03-24,54,False
2017-03-25,20,False
2017-03-26,19,False
2017-03-27,59,False
2017-03-28,62,False
2017-03-29,77,False
2017-03-30,59,False
2017-03-31,57,False
