date,KO stock,isPartial
2014-04-01,35,False
2014-04-02,57,False
2014-04-03,43,False
2014-04-04,22,False
2014-04-05,17,False
2014-04-06,16,False
2014-04-07,42,False
2014-04-08,42,False
2014-04-09,14,False
2014-04-10,100,False
2014-04-11,37,False
2014-04-12,9,False
2014-04-13,34,False
2014-04-14,43,False
2014-04-15,84,False
2014-04-16,65,False
2014-04-17,46,False
2014-04-18,8,False
2014-04-19,9,False
2014-04-20,9,False
2014-04-21,54,False
2014-04-22,35,False
2014-04-23,56,False
2014-04-24,64,False
2014-04-25,23,False
2014-04-26,8,False
2014-04-27,8,False
2014-04-28,7,False
2014-04-29,84,False
2014-04-30,43,False
