date,MDLZ stock,isPartial
2017-06-01,57,False
2017-06-02,100,False
2017-06-03,0,False
2017-06-04,0,False
2017-06-05,50,False
2017-06-06,73,False
2017-06-07,0,False
2017-06-08,37,False
2017-06-09,65,False
2017-06-10,90,False
2017-06-11,0,False
2017-06-12,49,False
2017-06-13,36,False
2017-06-14,50,False
2017-06-15,58,False
2017-06-16,66,False
2017-06-17,46,False
2017-06-18,0,False
2017-06-19,37,False
2017-06-20,54,False
2017-06-21,90,False
2017-06-22,36,False
2017-06-23,38,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,0,False
2017-06-27,39,False
2017-06-28,39,False
2017-06-29,52,False
2017-06-30,40,False
