date,SBUX stock,isPartial
2019-03-01,74,False
2019-03-02,27,False
2019-03-03,15,False
2019-03-04,35,False
2019-03-05,50,False
2019-03-06,100,False
2019-03-07,82,False
2019-03-08,50,False
2019-03-09,34,False
2019-03-10,18,False
2019-03-11,92,False
2019-03-12,63,False
2019-03-13,88,False
2019-03-14,69,False
2019-03-15,52,False
2019-03-16,24,False
2019-03-17,15,False
2019-03-18,57,False
2019-03-19,81,False
2019-03-20,75,False
2019-03-21,95,False
2019-03-22,83,False
2019-03-23,27,False
2019-03-24,21,False
2019-03-25,58,False
2019-03-26,74,False
2019-03-27,91,False
2019-03-28,89,False
2019-03-29,67,False
2019-03-30,25,False
2019-03-31,15,False
