date,SIRI stock,isPartial
2015-07-01,100,False
2015-07-02,62,False
2015-07-03,35,False
2015-07-04,20,False
2015-07-05,22,False
2015-07-06,42,False
2015-07-07,49,False
2015-07-08,81,False
2015-07-09,61,False
2015-07-10,41,False
2015-07-11,26,False
2015-07-12,26,False
2015-07-13,56,False
2015-07-14,39,False
2015-07-15,32,False
2015-07-16,62,False
2015-07-17,34,False
2015-07-18,18,False
2015-07-19,14,False
2015-07-20,67,False
2015-07-21,39,False
2015-07-22,57,False
2015-07-23,61,False
2015-07-24,52,False
2015-07-25,25,False
2015-07-26,34,False
2015-07-27,49,False
2015-07-28,52,False
2015-07-29,84,False
2015-07-30,50,False
2015-07-31,60,False
